BL #	TRiP #	CG #	FBgn	Vector	Hairpin Loc.
29545	JF02423	CG13123	FBgn0032150	VALIUM10	attP2
25835	JF01853	CG4128	FBgn0032151	VALIUM10	attP2
31079	JF01530	CG5924	FBgn0032154	VALIUM1	attP2
31080	JF01531	CG5924	FBgn0032154	VALIUM1	attP2
33891	HMS00829	CG5899	FBgn0032157	VALIUM20	attP2
27668	JF02747	CG5853	FBgn0032167	VALIUM10	attP2
33350	HMS00218	CG31714	FBgn0032180	VALIUM20	attP2
27046	JF02372	CG4839	FBgn0032187	VALIUM10	attP2
31074	JF01525	CG4908	FBgn0032195	VALIUM1	attP2
31075	JF01526	CG4908	FBgn0032195	VALIUM1	attP2
36655	GL00615	CG5694	FBgn0032197	VALIUM22	attP2
29605	JF03284	CG4912	FBgn0032198	VALIUM10	attP2
29542	JF02401	CG18619	FBgn0032202	VALIUM10	attP2
28977	HM05188	CG18144	FBgn0032209	VALIUM10	attP2
35614	GL00458	CG5603	FBgn0032210	VALIUM22	attP2
	HMS02006	CG5603	FBgn0032210	VALIUM20	attP40
35615	GL00459	CG4968	FBgn0032214	VALIUM22	attP2
31071	JF01522	CG5037	FBgn0032222	VALIUM1	attP2
31169	JF01671	CG5037	FBgn0032222	VALIUM1	attP2
34640	HMS01115	CG5034	FBgn0032223	VALIUM20	attP2
33747	HMS01086	CG5034	FBgn0032223	VALIUM20	attP2
34625	HMS01300	CG5034	FBgn0032223	VALIUM20	attP2
35580	GL00161	CG5025	FBgn0032224	VALIUM22	attP2
33359	HMS00231	CG5022	FBgn0032225	VALIUM20	attP2
28755	JF03183	CG13139	FBgn0032230	VALIUM10	attP2
	HMS02191	CG5300	FBgn0032243	VALIUM20	attP40
35473	GL00401	CG5300	FBgn0032243	VALIUM22	attP2
36640	GL00600	CG5343	FBgn0032248	VALIUM22	attP2
32333	HMS00324	CG5337	FBgn0032249	VALIUM20	attP2
38968	HMS01882	CG5198	FBgn0032250	VALIUM20	attP2
	HMC02357	CG5322	FBgn0032253	VALIUM20	attP2
28634	JF03049	CG7456	FBgn0032258	VALIUM10	attP2
	GL00712	CG7384	FBgn0032262	VALIUM22	attP2
28925	HM05136	CG6113	FBgn0032264	VALIUM10	attP2
33057	HMS00717	CG17107	FBgn0032281	VALIUM20	attP2
28658	JF03073	CG7299	FBgn0032282	VALIUM10	attP2
	HMS02242	CG6750	FBgn0032292	VALIUM20	attP2
25803	JF01821	CG6737	FBgn0032294	VALIUM10	attP2
33957	HMS00912	CG12299	FBgn0032295	VALIUM20	attP2
34934	HMS01284	CG6724	FBgn0032298	VALIUM20	attP2
	HMC02417	CG7309	FBgn0032314	VALIUM20	attP2
36653	GL00613	CG14072	FBgn0032318	VALIUM22	attP40
31938	JF02229	CG4621	FBgn0032321	VALIUM10	attP2
25868	JF01907	CG14919	FBgn0032336	VALIUM10	attP2
32349	HMS00340	CG6181	FBgn0032340	VALIUM20	attP2
38217	GL00658	CG6181	FBgn0032340	VALIUM22	attP40
28362	JF02998	CG4851	FBgn0032358	VALIUM10	attP2
	GL01260	CG6509	FBgn0032363	VALIUM22	attP2
31723	HM04032	CG12602	FBgn0032373	VALIUM1	attP2
	GL00727	CG14931	FBgn0032374	VALIUM22	attP2
39043	HMS01963	CG14936	FBgn0032376	VALIUM20	attP40
31483	JF01319	CG14937	FBgn0032377	VALIUM1	attP2
34009	HMS00974	CG14939	FBgn0032378	VALIUM20	attP2
31750	HM04060	CG6686	FBgn0032388	VALIUM1	attP2
31729	HM04038	CG16969	FBgn0032390	VALIUM1	attP2
32877	HMS00665	CG12264	FBgn0032393	VALIUM20	attP2
27561	JF02715	CG6770	FBgn0032400	VALIUM10	attP2
32384	HMS00376	CG14945	FBgn0032402	VALIUM20	attP2
32905	HMS00694	CG14945	FBgn0032402	VALIUM20	attP2
36097	GL00516	CG5336	FBgn0032409	VALIUM22	attP40
28556	HM05042	CG5336	FBgn0032409	VALIUM10	attP2
	HMS00624	CG5446	FBgn0032429	VALIUM20	attP2
31258	JF01199	CG6167	FBgn0032447	VALIUM1	attP2
	GLC01339	CG12292	FBgn0032451	VALIUM22	attP2
37505	HMS01647	CG12292	FBgn0032451	VALIUM20	attP40
38316	HMS01780	CG6214	FBgn0032456	VALIUM20	attP2
27540	JF02691	CG9934	FBgn0032467	VALIUM10	attP2
32473	HMS00473	CG16975	FBgn0032475	VALIUM20	attP2
28677	JF03092	CG16975	FBgn0032475	VALIUM10	attP2
34093	HMS00914	CG5439	FBgn0032476	VALIUM20	attP2
38946	HMS01860	CG9426	FBgn0032485	VALIUM20	attP2
31121	JF01594	CG9426	FBgn0032485	VALIUM1	attP2
34368	HMS01357	CG6116	FBgn0032499	VALIUM20	attP2
34779	HMS00088	CG6866	FBgn0032515	VALIUM20	attP2
34782	HMS00091	CG6866	FBgn0032515	VALIUM20	attP2
33427	HMS00311	CG6866	FBgn0032515	VALIUM20	attP2
32955	HMS00749	CG6866	FBgn0032515	VALIUM20	attP2
34851	HMS00169	CG6866	FBgn0032515	VALIUM20	attP2
34780	HMS00089	CG6866	FBgn0032515	VALIUM20	attP2
34781	HMS00090	CG6866	FBgn0032515	VALIUM20	attP2
28963	HM05174	CG6866	FBgn0032515	VALIUM10	attP2
33407 - pulle	HMS00286	-	FBgn0032515 original	VALIUM20	attP2
34569	HMS01043	CG9282	FBgn0032518	VALIUM20	attP2
34800	HMS00109	CG9267	FBgn0032524	VALIUM20	attP2
31298	JF01243	CG5996	FBgn0032593	VALIUM1	attP2
31299	JF01244	CG5996	FBgn0032593	VALIUM1	attP2
32390	HMS00384	CG17331	FBgn0032596	VALIUM20	attP2
27996	JF02830	CG17912	FBgn0032600	VALIUM10	attP2
29607	JF03286	CG15138	FBgn0032629	VALIUM10	attP2
	GL01255	CG6860	FBgn0032633	VALIUM22	attP2
31871	HM05264	CG6860	FBgn0032633	VALIUM10	attP2
	GL01334	CG18563	FBgn0032639	VALIUM22	attP40
35008	HMS01418	CG6453	FBgn0032643	VALIUM20	attP2
31237	JF01745	CG6412	FBgn0032646	VALIUM1	attP2
	HMJ02216	CG5545	FBgn0032651	VALIUM20	attP40
25979	JF02001	CG5545	FBgn0032651	VALIUM10	attP2
32485	HMS00488	CG7200	FBgn0032671	VALIUM20	attP2
34550	HMS01022	CG10302	FBgn0032679	VALIUM20	attP2
31078	JF01529	CG10302	FBgn0032679	VALIUM1	attP2
31097	JF01562	CG10302	FBgn0032679	VALIUM1	attP2
27553	JF02705	CG10174	FBgn0032680	VALIUM10	attP2
31584	JF01159	CG10275	FBgn0032683	VALIUM1	attP2
38364	HMS01833	CG10413	FBgn0032689	VALIUM20	attP2
34857	HMS00175	CG10333	FBgn0032690	VALIUM20	attP2
32890	HMS00678	CG10414	FBgn0032691	VALIUM20	attP2
	GLC01393	CG15162	FBgn0032694	VALIUM22	attP2
	GL01235	CG10341	FBgn0032701	VALIUM22	attP2
	HMS02300	CG10376	FBgn0032702	VALIUM20	attP2
26720	JF02262	CG10369	FBgn0032706	VALIUM10	attP2
27076	JF02421	CG10348	FBgn0032707	VALIUM10	attP2
29618	JF03297	CG17321	FBgn0032719	VALIUM10	attP2
35482	GL00411	CG10602	FBgn0032721	VALIUM22	attP2
33881	HMS00818	CG10679	FBgn0032725	VALIUM20	attP2
33883	HMS00820	CG18398	FBgn0032728	VALIUM20	attP2
	HMC02345	CG10431	FBgn0032730	VALIUM20	attP2
31585	JF01160	CG10641	FBgn0032731	VALIUM1	attP2
35289	GL00191	CG10702	FBgn0032752	VALIUM22	attP2
31955	JF02247	CG17568	FBgn0032763	VALIUM10	attP2
31688	JF01861	CG9994	FBgn0032782	VALIUM1	attP2
	GLC01356	CG10188	FBgn0032796	VALIUM22	attP40
38292	HMS01750	CG10188	FBgn0032796	VALIUM20	attP40
33047	HMS00713	CG10188	FBgn0032796	VALIUM20	attP2
38942	HMS01856	CG10188	FBgn0032796	VALIUM20	attP40
31992	JF03427	CG10132	FBgn0032798	VALIUM10	attP2
28730	JF03157	CG10137	FBgn0032800	VALIUM10	attP2
35795	GL00294	CG10268	FBgn0032811	VALIUM22	attP2
26765	JF02329	CG10366	FBgn0032814	VALIUM10	attP2
36889	GL01065	CG10462	FBgn0032815	VALIUM22	attP2
31945	JF02236	CG10462	FBgn0032815	VALIUM10	attP2
28001	JF02835	CG10631	FBgn0032817	VALIUM10	attP2
38279	HMS01730	CG10538	FBgn0032821	VALIUM20	attP40
25867	JF01906	CG13968	FBgn0032840	VALIUM10	attP2
35009	HMS01419	CG10722	FBgn0032848	VALIUM20	attP2
26231	JF02129	CG10949	FBgn0032858	VALIUM10	attP2
28011	JF02845	CG10954	FBgn0032859	VALIUM10	attP2
31735	HM04044	CG2508	FBgn0032863	VALIUM1	attP2
31485	JF01327	CG9316	FBgn0032878	VALIUM1	attP2
31988	JF03422	CG9336	FBgn0032897	VALIUM10	attP2
34587	HMS01061	CG9273	FBgn0032906	VALIUM20	attP2
	GL01231	CG9272	FBgn0032907	VALIUM22	attP2
34029	HMS00999	CG9270	FBgn0032908	VALIUM20	attP2
28592	HM05080	CG12050	FBgn0032915	VALIUM10	attP2
36589	GL00549	CG9253	FBgn0032919	VALIUM22	attP2
31122	JF01595	CG9248	FBgn0032923	VALIUM1	attP2
38348	HMS01816	CG8679	FBgn0032934	VALIUM20	attP40
34715	HMS01194	CG8678	FBgn0032935	VALIUM20	attP2
27059	JF02400	CG18362	FBgn0032940	VALIUM10	attP2
25829	JF01847	CG8666	FBgn0032943	VALIUM10	attP2
29431	JF03367	CG8663	FBgn0032946	VALIUM10	attP2
38254	HMS01698	CG3305	FBgn0032949	VALIUM20	attP40
38335	HMS01802	CG3305	FBgn0032949	VALIUM20	attP2
35675	GLV21040	CG3305	FBgn0032949	VALIUM21	attP2
35403	GL00323	CG2201	FBgn0032955	VALIUM22	attP2
34988	HMS01398	CG1512	FBgn0032956	VALIUM20	attP2
30494	HM05237	CG1512	FBgn0032956	VALIUM10	attP2
29619	JF03298	CG2225	FBgn0032957	VALIUM10	attP2
28762	JF03190	CG1416	FBgn0032961	VALIUM10	attP2
27080	JF02426	CG1832	FBgn0032979	VALIUM10	attP2
35462	GL00388	CG3278	FBgn0032988	VALIUM22	attP2
26211	JF02109	CG3136	FBgn0033010	VALIUM10	attP2
35665	GLV21030	CG2682	FBgn0033015	VALIUM21	attP2
28623	JF03038	CG2682	FBgn0033015	VALIUM10	attP2
26002	JF02026	CG10465	FBgn0033017	VALIUM10	attP2
39051	HMS01971	CG10417	FBgn0033021	VALIUM20	attP2
34966	HMS00863	CG8426	FBgn0033029	VALIUM20	attP2
33002	HMS00802	CG8426	FBgn0033029	VALIUM20	attP2
29426	JF03362	CG8245	FBgn0033031	VALIUM10	attP2
38214	GL00655	CG1298	FBgn0033032	VALIUM22	attP40
38295	HMS01755	CG1298	FBgn0033032	VALIUM20	attP40
29386	JF03318	CG11066	FBgn0033033	VALIUM10	attP2
	HMS02148	CG14468	FBgn0033042	VALIUM20	attP40
31566	JF01139	CG33131	FBgn0033052	VALIUM1	attP2
25855	JF01876	CG14593	FBgn0033058	VALIUM10	attP2
35204	GL00079	CG7843	FBgn0033062	VALIUM22	attP2
32844	HMS00626	CG7843	FBgn0033062	VALIUM20	attP2
29573	JF03252	CG8330	FBgn0033074	VALIUM10	attP2
32839	HMS00529	CG12110	FBgn0033075	VALIUM20	attP2
35673	GLV21038	CG3183	FBgn0033081	VALIUM21	attP2
	GL01299	CG3183	FBgn0033081	VALIUM22	attP40
36911	GL01119	"CG9410,CG15908"	"FBgn0033086,FBgn00"	VALIUM22	attP2
	HMS02243	CG9422	FBgn0033092	VALIUM20	attP2
31153	JF01630	CG3270	FBgn0033093	VALIUM1	attP2
31085	JF01537	CG3270	FBgn0033093	VALIUM1	attP2
	HMS02172	CG18584	FBgn0033107	VALIUM20	attP40
28649	JF03064	CG15236	FBgn0033108	VALIUM10	attP2
	HMS02007	CG9446	FBgn0033109	VALIUM20	attP40
28737	JF03164	CG9454	FBgn0033112	VALIUM10	attP2
31757	HM04068	CG9455	FBgn0033113	VALIUM1	attP2
31564	JF01137	CG9460	FBgn0033115	VALIUM1	attP2
33051 - pulle	HMS00774	-	FBgn0033122 original	VALIUM20	attP2
29392	JF03325	CG12143	FBgn0033132	VALIUM10	attP2
35023	HMS01436	CG11086	FBgn0033153	VALIUM20	attP2
	HMJ02067	CG1845	FBgn0033155	VALIUM20	attP40
27081	JF02427	CG1845	FBgn0033155	VALIUM10	attP2
38945	HMS01859	CG17800	FBgn0033159	VALIUM20	attP2
29628	JF03307	CG17800	FBgn0033159	VALIUM10	attP2
	GL01236	CG11107	FBgn0033160	VALIUM22	attP2
36843	GL01095	CG11123	FBgn0033169	VALIUM22	attP2
35616	GL00460	CG11125	FBgn0033174	VALIUM22	attP2
31141	JF01616	CG12736	FBgn0033184	VALIUM1	attP2
27063	JF02408	CG1603	FBgn0033185	VALIUM10	attP2
31920	JF02210	CG1602	FBgn0033186	VALIUM10	attP2
	HMS02287	CG2105	FBgn0033192	VALIUM20	attP2
	GL01216	CG2105	FBgn0033192	VALIUM22	attP40
38270	HMS01715	CG2093	FBgn0033194	VALIUM20	attP40
36907	GL01115	CG17985	FBgn0033199	VALIUM22	attP2
34098	HMS00984	CG2065	FBgn0033204	VALIUM20	attP2
33692	HMS00560	CG2064	FBgn0033205	VALIUM20	attP2
33671	HMS00535	CG1406	FBgn0033210	VALIUM20	attP2
	HMS02250	CG1399	FBgn0033212	VALIUM20	attP2
34629	HMS01304	CG15835	FBgn0033233	VALIUM20	attP2
34728	HMS01207	CG8791	FBgn0033234	VALIUM20	attP2
34074	HMS00561	CG8728	FBgn0033235	VALIUM20	attP2
35281	GL00182	CG8726	FBgn0033244	VALIUM22	attP2
34885	HMS01230	CG11198	FBgn0033246	VALIUM20	attP2
38357	HMS01825	CG8722	FBgn0033247	VALIUM20	attP40
32942	HMS00736	CG8722	FBgn0033247	VALIUM20	attP2
29615	JF03294	CG14762	FBgn0033250	VALIUM10	attP2
26769	JF02333	CG12769	FBgn0033252	VALIUM10	attP2
25853	JF01874	CG8713	FBgn0033257	VALIUM10	attP2
34580	HMS01054	CG2158	FBgn0033264	VALIUM20	attP2
33368	HMS00240	CG8710	FBgn0033265	VALIUM20	attP2
28794	JF03222	CG2297	FBgn0033268	VALIUM10	attP2
32342	HMS00333	CG8707	FBgn0033272	VALIUM20	attP2
31563	JF01136	CG14757	FBgn0033274	VALIUM1	attP2
31926	JF02216	-	FBgn0033310 original	VALIUM10	attP2
34821	HMS00136	CG8639	FBgn0033313	VALIUM20	attP2
27524	JF02674	CG8639	FBgn0033313	VALIUM10	attP2
31562	JF01134	CG8734	FBgn0033315	VALIUM1	attP2
31641	JF01431	CG14749	FBgn0033316	VALIUM1	attP2
31361	JF01321	CG8272	FBgn0033337	VALIUM1	attP2
32878	HMS00666	CG8266	FBgn0033339	VALIUM20	attP2
	GLC01388	CG13751	FBgn0033340	VALIUM22	attP2
33927	HMS00876	CG8243	FBgn0033349	VALIUM20	attP2
32972	HMS00769	CG13745	FBgn0033354	VALIUM20	attP2
	GL01205	CG13748	FBgn0033355	VALIUM22	attP40
27069	JF02414	CG8216	FBgn0033358	VALIUM10	attP2
36610	GL00570	CG13741	FBgn0033374	VALIUM22	attP2
36585	GL00545	CG8781	FBgn0033378	VALIUM22	attP2
28955	HM05166	CG8781	FBgn0033378	VALIUM10	attP2
36107	HMS00183	CG2078	FBgn0033402	VALIUM20	attP2
31371	JF01337	CG1794	FBgn0033438	VALIUM1	attP2
27078	JF02424	CG1663	FBgn0033449	VALIUM10	attP2
38300	HMS01762	CG1599	FBgn0033452	VALIUM20	attP40
31565	JF01138	CG1667	FBgn0033453	VALIUM1	attP2
33735	HMS00618	CG18446	FBgn0033458	VALIUM20	attP2
33997	HMS00960	CG12128	FBgn0033473	VALIUM20	attP2
33730	HMS00613	CG1381	FBgn0033485	VALIUM20	attP2
31064	JF01514	CG11866	FBgn0033486	VALIUM1	attP2
27252	JF02562	CG33135	FBgn0033494	VALIUM10	attP2
36613	GL00573	CG18408	FBgn0033504	VALIUM22	attP40
36663	HMS01551	CG18408	FBgn0033504	VALIUM20	attP2
30506	HM05250	CG18408	FBgn0033504	VALIUM10	attP2
	HMC02419	CG12909	FBgn0033507	VALIUM20	attP2
37474	GL00617	CG11765	FBgn0033518	VALIUM22	attP40
32497	HMS00500	CG12405	FBgn0033520	VALIUM20	attP2
	GL01295	CG11883	FBgn0033538	VALIUM22	attP40
35713	GLV21078	CG11883	FBgn0033538	VALIUM21	attP2
31583	JF01156	CG16728	FBgn0033539	VALIUM1	attP2
34008	HMS00973	CG12324	FBgn0033555	VALIUM20	attP2
26250	JF02149	CG12344	FBgn0033558	VALIUM10	attP2
27077	JF02422	CG12942	FBgn0033569	VALIUM10	attP2
	GL01291	CG11979	FBgn0033571	VALIUM22	attP2
29419	JF03355	CG13229	FBgn0033579	VALIUM10	attP2
	HMS02014	CG12391	FBgn0033581	VALIUM20	attP40
31951	JF02243	CG12391	FBgn0033581	VALIUM10	attP2
36904	GL01104	CG7737	FBgn0033584	VALIUM22	attP2
31482	JF01318	CG13213	FBgn0033609	VALIUM1	attP2
26234	JF02132	CG7745	FBgn0033616	VALIUM10	attP2
	GL01179	CG13204	FBgn0033627	VALIUM22	attP2
31919	JF02209	CG13204	FBgn0033627	VALIUM10	attP2
35790	GL00397	CG10897	FBgn0033636	VALIUM22	attP2
31637	JF01424	CG10897	FBgn0033636	VALIUM1	attP2
33362	HMS00234	CG9005	FBgn0033638	VALIUM20	attP2
31362	JF01322	CG9003	FBgn0033639	VALIUM1	attP2
34390	HMS01384	CG13192	FBgn0033653	VALIUM20	attP2
33397	HMS00275	CG8991	FBgn0033654	VALIUM20	attP2
35760	HMS01508	CG8988	FBgn0033656	VALIUM20	attP2
	GL01266	CG13185	FBgn0033661	VALIUM22	attP2
33935	HMS00885	CG8983	FBgn0033663	VALIUM20	attP2
35031	HMS01444	CG13183	FBgn0033667	VALIUM20	attP2
35032	HMS01445	CG13188	FBgn0033668	VALIUM20	attP2
35617	GL00461	CG8972	FBgn0033672	VALIUM22	attP2
35383	GL00301	CG8298	FBgn0033673	VALIUM22	attP2
34524	HMS00813	CG8298	FBgn0033673	VALIUM20	attP2
38973	HMS01889	CG8964	FBgn0033674	VALIUM20	attP2
33385	HMS00262	CG12367	FBgn0033686	VALIUM20	attP2
35203	GL00078	CG12367	FBgn0033686	VALIUM22	attP2
34622	HMS01297	CG8877	FBgn0033688	VALIUM20	attP2
34975	HMS01128	CG8858	FBgn0033698	VALIUM20	attP2
28770	JF03198	CG17739	FBgn0033710	VALIUM10	attP2
34987	HMS01397	CG8487	FBgn0033714	VALIUM20	attP2
31232	JF01603	CG8487	FBgn0033714	VALIUM1	attP2
32935	HMS00728	CG8529	FBgn0033739	VALIUM20	attP2
36101	HM05271	CG8529	FBgn0033739	VALIUM10	attP2
29610	JF03289	CG12370	FBgn0033744	VALIUM10	attP2
35738	HMS01480	CG8821	FBgn0033748	VALIUM20	attP2
34652	HMS01127	CG8819	FBgn0033749	VALIUM20	attP2
31903	JF02192	"CG8819,CG8821"	"FBgn0033749,FBgn00"	VALIUM10	attP2
29544	JF02406	"CG8819,CG8821"	"FBgn0033749,FBgn00"	VALIUM10	attP2
35372	GL00285	CG8816	FBgn0033754	VALIUM22	attP2
25826	JF01844	CG8594	FBgn0033755	VALIUM10	attP2
	HMC02420	CG17760	FBgn0033756	VALIUM20	attP2
36793	GL00533	CG8778	FBgn0033761	VALIUM22	attP2
36590	GL00550	CG8632	FBgn0033762	VALIUM22	attP2
31933	JF02224	CG8632	FBgn0033762	VALIUM10	attP2
35254	GL00142	CG8767	FBgn0033773	VALIUM22	attP2
27026	JF02347	CG3850	FBgn0033782	VALIUM10	attP2
25961	JF01981	CG3915	FBgn0033791	VALIUM10	attP2
31060	JF01509	CG12765	FBgn0033813	VALIUM1	attP2
29307	JF02447	CG4670	FBgn0033814	VALIUM10	attP2
28557	HM05043	CG10814	FBgn0033830	VALIUM10	attP2
28518	HM05004	"CG18279,CG33470"	"FBgn0033835,FBgn00"	VALIUM10	attP2
28540	HM05026	"CG18279,CG33470"	"FBgn0033835,FBgn00"	VALIUM10	attP2
33929	HMS00878	CG17064	FBgn0033845	VALIUM20	attP2
32461	HMS00461	CG6061	FBgn0033846	VALIUM20	attP2
28297	JF02927	CG6329	FBgn0033872	VALIUM10	attP2
38274	HMS01724	CG10808	FBgn0033876	VALIUM20	attP40
36813	GL01031	CG6543	FBgn0033879	VALIUM22	attP2
36671	HMS01559	CG16935	FBgn0033883	VALIUM20	attP40
	GL01259	CG13344	FBgn0033884	VALIUM22	attP2
39055	HMS01975	CG6646	FBgn0033885	VALIUM20	attP40
38330	HMS01797	CG6646	FBgn0033885	VALIUM20	attP2
31260	JF01201	CG6646	FBgn0033885	VALIUM1	attP2
	GL01155	CG13349	FBgn0033886	VALIUM22	attP2
31213	JF01740	CG6701	FBgn0033889	VALIUM1	attP2
27560	JF02714	CG6701	FBgn0033889	VALIUM10	attP2
32968	HMS00764	CG13350	FBgn0033890	VALIUM20	attP2
31102	JF01567	CG8067	FBgn0033891	VALIUM1	attP2
31240	JF01749	CG8067	FBgn0033891	VALIUM1	attP2
26283	JF02052	CG12366	FBgn0033901	VALIUM10	attP2
32879	HMS00667	CG8309	FBgn0033902	VALIUM20	attP2
34720	HMS01199	CG18324	FBgn0033905	VALIUM20	attP2
35217	GL00097	CG8485	FBgn0033915	VALIUM22	attP2
36879	GL01043	CG8589	FBgn0033921	VALIUM22	attP2
	HMS02326	CG8589	FBgn0033921	VALIUM20	attP40
25954	JF01974	CG12505	FBgn0033926	VALIUM10	attP2
28780	JF03208	CG8422	FBgn0033932	VALIUM10	attP2
33734	HMS00617	CG17385	FBgn0033934	VALIUM20	attP2
31954	JF02246	CG17385	FBgn0033934	VALIUM10	attP2
36646	GL00606	CG10105	FBgn0033935	VALIUM22	attP40
36677	HMS01565	CG10105	FBgn0033935	VALIUM20	attP2
25956	JF01976	CG17386	FBgn0033936	VALIUM10	attP2
29418	JF03354	CG12858	FBgn0033958	VALIUM10	attP2
28304	JF02935	CG10151	FBgn0033960	VALIUM10	attP2
28759	JF03187	CG10200	FBgn0033968	VALIUM10	attP2
28640	JF03055	CG10205	FBgn0033970	VALIUM10	attP2
	GLC01338	CG12797	FBgn0033972	VALIUM22	attP40
34350	HMS01339	CG10253	FBgn0033983	VALIUM20	attP2
27036	JF02362	CG10255	FBgn0033984	VALIUM10	attP2
	HMJ02072	CG8090	FBgn0033995	VALIUM20	attP40
25971	JF01993	CG8092	FBgn0033998	VALIUM10	attP2
28535	HM05021	CG16827	FBgn0034005	VALIUM10	attP2
39032	HMS01951	CG16801	FBgn0034012	VALIUM20	attP2
33756	HMS01099	CG8166	FBgn0034013	VALIUM20	attP2
	GLC01395	CG8190	FBgn0034029	VALIUM22	attP2
	GL01141	CG8204	FBgn0034033	VALIUM22	attP2
	GL01248	CG8295	FBgn0034051	VALIUM22	attP2
33877	HMS00814	CG8397	FBgn0034066	VALIUM20	attP2
34895	HMS01240	CG18250	FBgn0034072	VALIUM20	attP2
	GLC01391	CG8414	FBgn0034073	VALIUM22	attP2
31229	JF01808	CG8424	FBgn0034076	VALIUM1	attP2
28903	HM05114	CG8434	FBgn0034083	VALIUM10	attP2
	GL00696	CG8435	FBgn0034084	VALIUM22	attP40
35230	GL00114	CG15707	FBgn0034098	VALIUM22	attP2
35231	GL00115	CG15707	FBgn0034098	VALIUM22	attP2
37511	HMS01653	CG15707	FBgn0034098	VALIUM20	attP40
34901	HMS01246	CG3615	FBgn0034110	VALIUM20	attP2
28055	JF02891	CG3615	FBgn0034110	VALIUM10	attP2
26313	JF02086	CG4282	FBgn0034114	VALIUM10	attP2
35695	GLV21060	CG6251	FBgn0034118	VALIUM21	attP2
26773	JF02337	CG15710	FBgn0034120	VALIUM10	attP2
28363	JF02999	CG4905	FBgn0034135	VALIUM10	attP2
31256	JF01197	CG8380	FBgn0034136	VALIUM1	attP2
	GLC01342	CG8332	FBgn0034138	VALIUM22	attP2
35306	GL00210	CG8311	FBgn0034141	VALIUM22	attP2
28951	HM05162	CG8566	FBgn0034155	VALIUM10	attP2
31142	JF01617	CG5522	FBgn0034158	VALIUM1	attP2
32380	HMS00371	CG6805	FBgn0034179	VALIUM20	attP2
34615	HMS01290	CG6805	FBgn0034179	VALIUM20	attP2
31143	JF01618	CG15609	FBgn0034180	VALIUM1	attP2
31756	HM04067	CG8963	FBgn0034181	VALIUM1	attP2
34819	HMS00134	CG9646	FBgn0034184	VALIUM20	attP2
	HMC02421	CG8950	FBgn0034186	VALIUM20	attP2
36618	GL00578	CG6967	FBgn0034187	VALIUM22	attP2
31753	HM04063	CG6984	FBgn0034191	VALIUM1	attP2
31158	JF01651	CG15611	FBgn0034194	VALIUM1	attP2
31748	HM04058	CG6550	FBgn0034214	VALIUM1	attP2
38240	HMS01684	CG18468	FBgn0034217	VALIUM20	attP40
	HMC02422	CG6536	FBgn0034219	VALIUM20	attP2
	GL01210	CG10764	FBgn0034221	VALIUM22	attP40
31123	JF01596	CG4853	FBgn0034230	VALIUM1	attP2
34858	HMS00176	CG11419	FBgn0034231	VALIUM20	attP2
32880	HMS00668	CG4878	FBgn0034237	VALIUM20	attP2
35618	GL00462	CG4903	FBgn0034240	VALIUM22	attP2
33656	HMS00062	CG6493	FBgn0034246	VALIUM20	attP2
27486	JF02636	CG6493	FBgn0034246	VALIUM10	attP2
31144	JF01619	CG6477	FBgn0034249	VALIUM1	attP2
34585	HMS01059	CG6459	FBgn0034259	VALIUM20	attP2
28530	HM05016	CG14485	FBgn0034262	VALIUM10	attP2
38263	HMS01708	CG10933	FBgn0034264	VALIUM20	attP40
38992	HMS01908	CG6410	FBgn0034265	VALIUM20	attP40
33752	HMS01092	CG6370	FBgn0034277	VALIUM20	attP2
	GLC01353	CG5784	FBgn0034282	VALIUM22	attP40
35223	GL00105	CG5757	FBgn0034299	VALIUM22	attP2
27313	JF02622	CG5098	FBgn0034300	VALIUM10	attP2
34879	HMS00199	CG10915	FBgn0034308	VALIUM20	attP2
28315	JF02946	CG5733	FBgn0034310	VALIUM10	attP2
37485	GL00628	CG10916	FBgn0034312	VALIUM22	attP2
36611	GL00571	CG10916	FBgn0034312	VALIUM22	attP2
32335	HMS00326	CG5726	FBgn0034313	VALIUM20	attP2
36878	GL01040	CG5164	FBgn0034335	VALIUM22	attP2
32881	HMS00669	CG5174	FBgn0034345	VALIUM20	attP2
32987	HMS00787	CG5174	FBgn0034345	VALIUM20	attP2
38308	HMS01772	"CG5189,CG30120"	"FBgn0034350,FBgn00"	VALIUM20	attP40
	HMC02423	CG5190	FBgn0034351	VALIUM20	attP2
36915	HMS00200	CG10924	FBgn0034356	VALIUM20	attP2
34369	HMS01358	CG5489	FBgn0034366	VALIUM20	attP2
27707	JF02787	CG5489	FBgn0034366	VALIUM10	attP2
27314	JF02623	CG5341	FBgn0034367	VALIUM10	attP2
37522	HMS01664	CG5473	FBgn0034371	VALIUM20	attP40
29366	JF02530	CG15073	FBgn0034379	VALIUM10	attP2
38280	HMS01731	CG15087	FBgn0034380	VALIUM20	attP40
38538	HMS01790	CG15097	FBgn0034396	VALIUM20	attP2
31159	JF01652	CG15097	FBgn0034396	VALIUM1	attP2
38922	GL00694	CG15084	FBgn0034402	VALIUM22	attP40
	GL01296	CG15102	FBgn0034405	VALIUM22	attP40
35655	GLV21020	CG15102	FBgn0034405	VALIUM21	attP2
28975	HM05186	CG10794	FBgn0034407	VALIUM10	attP2
34671	HMS01149	CG15104	FBgn0034410	VALIUM20	attP2
31091	JF01556	CG15104	FBgn0034410	VALIUM1	attP2
