BL #	TRiP #	CG #	FBgn	Vector	Hairpin Loc.
26713	JF02253	CG9650	FBgn0029939	VALIUM10	attP2
34899	HMS01244	CG1643	FBgn0029943	VALIUM20	attP2
27551	JF02703	CG1643	FBgn0029943	VALIUM10	attP2
28384	JF03021	CG9657	FBgn0029950	VALIUM10	attP2
26232	JF02130	CG12155	FBgn0029957	VALIUM10	attP2
38972	HMS01888	CG12151	FBgn0029958	VALIUM20	attP2
25953	JF01973	CG12156	FBgn0029959	VALIUM10	attP2
	HMC02379	CG10920	FBgn0029963	VALIUM20	attP2
39068	HMS01988	CG10920	FBgn0029963	VALIUM20	attP40
35328	GL00235	CG17256	FBgn0029970	VALIUM22	attP2
28600	HM05088	CG17256	FBgn0029970	VALIUM10	attP2
29626	JF03305	CG10946	FBgn0029974	VALIUM10	attP2
36607	GL00567	CG1444	FBgn0029975	VALIUM22	attP2
39036	HMS01956	CG1514	FBgn0029976	VALIUM20	attP40
31095	JF01560	CG2253	FBgn0029992	VALIUM1	attP2
36731	HMS01622	CG2254	FBgn0029994	VALIUM20	attP2
36850	GL01108	CG2258	FBgn0029997	VALIUM22	attP2
	HMJ02077	CG2116	FBgn0030003	VALIUM20	attP40
26712	JF02252	CG2116	FBgn0030003	VALIUM10	attP2
29361	JF02525	CG10959	FBgn0030010	VALIUM10	attP2
28310	JF02941	CG10763	FBgn0030011	VALIUM10	attP2
33348	HMS00215	CG18262	FBgn0030012	VALIUM20	attP2
36757	HMS03017	CG1583	FBgn0030013	VALIUM20	attP2
31118	JF01591	-	FBgn0030013 original	VALIUM1	attP2
	GL01187	CG2272	FBgn0030018	VALIUM22	attP2
32948	HMS00742	CG2272	FBgn0030018	VALIUM20	attP2
	GL00107	CG2272	FBgn0030018	VALIUM22	attP2
31978	JF03412	CG10964	FBgn0030026	VALIUM10	attP2
32508	HMS00512	CG1636	FBgn0030030	VALIUM20	attP2
	GL01202	CG2056	FBgn0030051	VALIUM22	attP40
34636	HMS01111	CG12065	FBgn0030052	VALIUM20	attP2
32478	HMS00480	CG12109	FBgn0030054	VALIUM20	attP2
28918	HM05129	CG12109	FBgn0030054	VALIUM10	attP2
25952	JF01972	CG12108	FBgn0030057	VALIUM10	attP2
28641	JF03056	CG11294	FBgn0030058	VALIUM10	attP2
36856	HMS00293	CG15365	FBgn0030077	VALIUM20	attP2
32401	HMS00396	CG7041	FBgn0030082	VALIUM20	attP2
34711	HMS01190	CG7033	FBgn0030086	VALIUM20	attP2
	HMJ02075	CG7766	FBgn0030087	VALIUM20	attP40
27501	JF02651	CG7039	FBgn0030088	VALIUM10	attP2
27533	JF02684	CG9113	FBgn0030089	VALIUM10	attP2
32449	HMS00448	CG7065	FBgn0030091	VALIUM20	attP2
31212	JF01731	CG8971	FBgn0030092	VALIUM1	attP2
35242	GL00129	CG7055	FBgn0030093	VALIUM22	attP2
26218	JF02116	CG7055	FBgn0030093	VALIUM10	attP2
38539	HMS01830	CG17754	FBgn0030114	VALIUM20	attP2
32850	HMS00635	CG2998	FBgn0030136	VALIUM20	attP2
36905	GL01106	CG3002	FBgn0030141	VALIUM22	attP2
34361	HMS01350	CG3004	FBgn0030142	VALIUM20	attP2
	GLC01350	CG3004	FBgn0030142	VALIUM22	attP40
28318	JF02949	CG12645	FBgn0030181	VALIUM10	attP2
29530	HM05209	CG15309	FBgn0030183	VALIUM10	attP2
28319	JF02951	CG2962	FBgn0030186	VALIUM10	attP2
32360	HMS00351	CG2885	FBgn0030200	VALIUM20	attP2
26296	JF02065	CG2890	FBgn0030208	VALIUM10	attP2
	HMS02035	CG2124	FBgn0030217	VALIUM20	attP40
38324	HMS01788	CG1826	FBgn0030228	VALIUM20	attP2
25950	JF01970	CG11556	FBgn0030230	VALIUM10	attP2
26241	JF02139	CG2202	FBgn0030240	VALIUM10	attP2
35467	GL00393	CG11207	FBgn0030241	VALIUM22	attP2
28926	HM05137	CG11207	FBgn0030241	VALIUM10	attP2
33750	HMS01090	CG2186	FBgn0030243	VALIUM20	attP2
33733	HMS00616	CG1637	FBgn0030245	VALIUM20	attP2
33963	HMS00920	CG1453	FBgn0030268	VALIUM20	attP2
31734	HM04043	CG1908	FBgn0030274	VALIUM1	attP2
	HMJ02054	CG1657	FBgn0030286	VALIUM20	attP40
36747	HMS03007	CG1747	FBgn0030300	VALIUM20	attP2
28077	JF02914	CG11715	FBgn0030304	VALIUM10	attP2
34363	HMS01352	CG1749	FBgn0030305	VALIUM20	attP2
27999	JF02833	CG11696	FBgn0030314	VALIUM10	attP2
31486	JF01328	CG2247	FBgn0030320	VALIUM1	attP2
31888	JF02166	CG15221	FBgn0030331	VALIUM10	attP2
36901	GL01097	CG1578	FBgn0030336	VALIUM22	attP2
31083	JF01534	CG1886	FBgn0030343	VALIUM1	attP2
	HMC02409	CG1847	FBgn0030345	VALIUM20	attP2
36708	HMS01598	CG1803	FBgn0030362	VALIUM20	attP2
34666	HMS01143	CG15735	FBgn0030364	VALIUM20	attP2
34708	HMS01187	CG1490	FBgn0030366	VALIUM20	attP2
33649	HMS00054	CG2577	FBgn0030384	VALIUM20	attP2
29579	JF03258	CG1900	FBgn0030391	VALIUM10	attP2
	HMJ02082	CG11085	FBgn0030408	VALIUM20	attP40
31980	JF03414	CG17762	FBgn0030412	VALIUM10	attP2
31923	JF02213	CG4404	FBgn0030432	VALIUM10	attP2
	HMJ02100	CG4400	FBgn0030434	VALIUM20	attP40
29623	JF03302	CG4395	FBgn0030437	VALIUM10	attP2
	HMC02410	CG15721	FBgn0030438	VALIUM20	attP2
	GLC01352	CG4330	FBgn0030452	VALIUM22	attP40
34562	HMS01034	CG4330	FBgn0030452	VALIUM20	attP2
34352	HMS01341	CG4332	FBgn0030456	VALIUM20	attP2
	GL01140	CG15744	FBgn0030466	VALIUM22	attP2
	HMJ02061	CG15744	FBgn0030466	VALIUM20	attP40
28516	HM05002	CG15744	FBgn0030466	VALIUM10	attP2
35657	GLV21022	CG15749	FBgn0030477	VALIUM21	attP2
38363	HMS01832	CG1673	FBgn0030482	VALIUM20	attP2
36717	HMS01607	CG1681	FBgn0030484	VALIUM20	attP40
33706	HMS00583	CG1716	FBgn0030486	VALIUM20	attP2
	HMJ02076	CG1716	FBgn0030486	VALIUM20	attP40
31355	JF01313	CG1716	FBgn0030486	VALIUM1	attP2
37482	GL00625	CG9938	FBgn0030500	VALIUM22	attP40
38260	HMS01704	CG9938	FBgn0030500	VALIUM20	attP40
	HMC02411	CG11172	FBgn0030505	VALIUM20	attP2
28637	JF03052	CG11134	FBgn0030518	VALIUM10	attP2
35712	GLV21077	CG10990	FBgn0030520	VALIUM21	attP2
33953	HMS00906	CG10992	FBgn0030521	VALIUM20	attP2
28602	HM05090	CG10992	FBgn0030521	VALIUM10	attP2
32923	HMS00714	CG11063	FBgn0030530	VALIUM20	attP2
	HMS02335	CG11063	FBgn0030530	VALIUM20	attP40
26766	JF02330	CG11071	FBgn0030532	VALIUM10	attP2
33337	HMS00203	CG11585	FBgn0030543	VALIUM20	attP2
31363	JF01323	CG1839	FBgn0030555	VALIUM1	attP2
	GLC01344	CG1810	FBgn0030556	VALIUM22	attP40
32847	HMS00631	CG1810	FBgn0030556	VALIUM20	attP2
28320	JF02952	CG9411	FBgn0030569	VALIUM10	attP2
35295	GL00197	CG5310	FBgn0030573	VALIUM22	attP2
28768	JF03196	CG15890	FBgn0030576	VALIUM10	attP2
	HMS02183	CG14411	FBgn0030582	VALIUM20	attP2
28031	JF02866	CG32592	FBgn0030600	VALIUM10	attP2
	GL01243	CG5541	FBgn0030603	VALIUM22	attP2
30486	HM05228	CG5541	FBgn0030603	VALIUM10	attP2
30511	HM05255	CG5548	FBgn0030605	VALIUM10	attP2
32846	HMS00629	CG9057	FBgn0030608	VALIUM20	attP2
34617	HMS01292	CG9057	FBgn0030608	VALIUM20	attP2
32876	HMS00663	CG5599	FBgn0030612	VALIUM20	attP2
28954	HM05165	CG5627	FBgn0030613	VALIUM10	attP2
38893	GL00454	CG8119	FBgn0030664	VALIUM22	attP2
33012	HMS00812	CG8128	FBgn0030668	VALIUM20	attP2
	GLC01365	CG9245	FBgn0030670	VALIUM22	attP2
29383	JF03315	CG9245	FBgn0030670	VALIUM10	attP2
36714	HMS01604	CG8184	FBgn0030674	VALIUM20	attP40
36715	HMS01605	CG8184	FBgn0030674	VALIUM20	attP40
31925	JF02215	CG8944	FBgn0030680	VALIUM10	attP2
31692	JF02140	CG8948	FBgn0030685	VALIUM1	attP2
31105	JF01570	CG8909	FBgn0030706	VALIUM1	attP2
31155	JF01632	CG8909	FBgn0030706	VALIUM1	attP2
39031	HMS01950	CG8916	FBgn0030707	VALIUM20	attP40
25854	JF01875	CG8916	FBgn0030707	VALIUM10	attP2
35705	GLV21070	CG8924	FBgn0030710	VALIUM21	attP2
	HMJ02055	CG8924	FBgn0030710	VALIUM20	attP40
29348	JF02510	CG8924	FBgn0030710	VALIUM10	attP2
34841	HMS00159	CG9177	FBgn0030719	VALIUM20	attP2
29604	JF03283	CG14948	FBgn0030723	VALIUM10	attP2
34887	HMS01232	CG9212	FBgn0030724	VALIUM20	attP2
29606	JF03285	CG9911	FBgn0030734	VALIUM10	attP2
38341	HMS01808	CG3632	FBgn0030735	VALIUM20	attP2
	HMJ02121	CG4394	FBgn0030748	VALIUM20	attP40
38311	HMS01775	CG9968	FBgn0030749	VALIUM20	attP40
38966	HMS01880	CG9819	FBgn0030758	VALIUM20	attP40
34723	HMS01202	CG9784	FBgn0030761	VALIUM20	attP2
	HMS02327	CG4521	FBgn0030766	VALIUM20	attP40
	HMC02412	CG9675	FBgn0030774	VALIUM20	attP2
	HMC02413	CG4678	FBgn0030778	VALIUM20	attP2
34030	HMS01000	CG9609	FBgn0030787	VALIUM20	attP2
31878	JF02153	CG4805	FBgn0030795	VALIUM10	attP2
28738	JF03165	CG4872	FBgn0030799	VALIUM10	attP2
38896	GL00667	CG9104	FBgn0030800	VALIUM22	attP2
	GL01139	CG4875	FBgn0030801	VALIUM22	attP2
	GL01113	CG4880	FBgn0030803	VALIUM22	attP2
36910	GL01118	CG13000	FBgn0030807	VALIUM22	attP2
	HMJ02093	CG4937	FBgn0030808	VALIUM20	attP40
31206	JF01724	CG4937	FBgn0030808	VALIUM1	attP2
31374	JF01341	CG9086	FBgn0030809	VALIUM1	attP2
	GL01186	CG4949	FBgn0030813	VALIUM22	attP2
32908	HMS00697	CG8915	FBgn0030833	VALIUM20	attP2
	GL01311	CG8915	FBgn0030833	VALIUM22	attP40
28350	JF02986	CG8527	FBgn0030844	VALIUM10	attP2
33361	HMS00233	CG8289	FBgn0030854	VALIUM20	attP2
35173	GL00043	CG8173	FBgn0030864	VALIUM22	attP2
31586	JF01161	CG8173	FBgn0030864	VALIUM1	attP2
	HMJ02051	CG8142	FBgn0030871	VALIUM20	attP40
36609	GL00569	CG8142	FBgn0030871	VALIUM22	attP2
	HMJ02125	CG6506	FBgn0030874	VALIUM20	attP40
31202	JF01720	CG7846	FBgn0030877	VALIUM1	attP2
32451	HMS00450	CG7098	FBgn0030891	VALIUM20	attP2
28905	HM05116	CG7098	FBgn0030891	VALIUM10	attP2
	HMJ02111	CG7122	FBgn0030893	VALIUM20	attP40
31164	JF01657	CG7122	FBgn0030893	VALIUM1	attP2
	HMS02004	CG7192	FBgn0030894	VALIUM20	attP40
27696	JF02776	CG5744	FBgn0030897	VALIUM10	attP2
27654	JF02731	CG5927	FBgn0030899	VALIUM10	attP2
	GL01183	CG15064	FBgn0030900	VALIUM22	attP2
33988	HMS00948	CG5988	FBgn0030904	VALIUM20	attP2
33949	HMS00901	CG5988	FBgn0030904	VALIUM20	attP2
38226	HMS01670	CG6873	FBgn0030951	VALIUM20	attP40
28333	JF02968	CG32540	FBgn0030954	VALIUM10	attP2
34081	HMS01089	CG18259	FBgn0030956	VALIUM20	attP2
34360	HMS01349	CG7053	FBgn0030960	VALIUM20	attP2
39038	HMS01958	CG7103	FBgn0030964	VALIUM20	attP40
28042	JF02877	CG7537	FBgn0030989	VALIUM10	attP2
32511	HMS00515	CG7556	FBgn0030990	VALIUM20	attP2
36106	HMS00158	CG33253	FBgn0030992	VALIUM20	attP2
36075	GL00494	CG14193	FBgn0030994	VALIUM22	attP2
36584	GL00544	CG8002	FBgn0031006	VALIUM22	attP40
36699	HMS01588	CG8002	FBgn0031006	VALIUM20	attP2
31388	JF01370	CG8002	FBgn0031006	VALIUM1	attP2
31527	JF01086	CG8002	FBgn0031006	VALIUM1	attP2
32340	HMS00331	CG8034	FBgn0031011	VALIUM20	attP2
	HMS01996	CG12199	FBgn0031016	VALIUM20	attP40
34990	HMS01400	CG12202	FBgn0031020	VALIUM20	attP2
34881	HMS01226	CG14217	FBgn0031030	VALIUM20	attP2
	HMS02333	CG14217	FBgn0031030	VALIUM20	attP40
35147	GL00015	CG14217	FBgn0031030	VALIUM22	attP2
31226	JF01803	CG14217	FBgn0031030	VALIUM1	attP2
36899	GL01093	CG14222	FBgn0031043	VALIUM22	attP2
38342	HMS01809	CG14211	FBgn0031044	VALIUM20	attP2
38343	HMS01810	CG12237	FBgn0031048	VALIUM20	attP2
38344	HMS01811	CG14216	FBgn0031054	VALIUM20	attP2
	HMJ02213	CG14225	FBgn0031055	VALIUM20	attP40
33989	HMS00949	CG14224	FBgn0031057	VALIUM20	attP2
33917	HMS00860	CG14224	FBgn0031057	VALIUM20	attP2
34349	HMS01338	CG12703	FBgn0031069	VALIUM20	attP2
28342	JF02978	CG9575	FBgn0031090	VALIUM10	attP2
35807	GL00455	CG9576	FBgn0031091	VALIUM22	attP2
34547	HMS01018	CG9581	FBgn0031093	VALIUM20	attP2
	GL00716	CG9578	FBgn0031094	VALIUM22	attP2
28517	HM05003	CG1504	FBgn0031100	VALIUM10	attP2
25884	JF01924	CG1467	FBgn0031106	VALIUM10	attP2
35757	HMS01503	CG15459	FBgn0031108	VALIUM20	attP2
32361	HMS00352	CG1412	FBgn0031118	VALIUM20	attP2
	GL01163	CG1812	FBgn0031119	VALIUM22	attP2
38974	HMS01890	CG1812	FBgn0031119	VALIUM20	attP40
33387	HMS00264	CG10998	FBgn0031142	VALIUM20	attP2
35636	GL00483	CG1740	FBgn0031145	VALIUM22	attP2
28633	JF03048	CG1740	FBgn0031145	VALIUM10	attP2
	GL01309	CG1753	FBgn0031148	VALIUM22	attP40
36767	HMS03028	CG1753	FBgn0031148	VALIUM20	attP2
38353	HMS01821	CG1718	FBgn0031170	VALIUM20	attP40
38329	HMS01796	CG1718	FBgn0031170	VALIUM20	attP2
35487	GL00416	CG12576	FBgn0031190	VALIUM22	attP2
38345	HMS01812	CG17598	FBgn0031194	VALIUM20	attP2
34880	HMS01225	CG11372	FBgn0031213	VALIUM20	attP2
28005	JF02839	CG11376	FBgn0031216	VALIUM10	attP2
25894	JF01935	CG4822	FBgn0031220	VALIUM10	attP2
	GLC01372	CG11454	FBgn0031224	VALIUM22	attP2
	HMJ02091	CG11617	FBgn0031232	VALIUM20	attP40
34859	HMS00177	CG11490	FBgn0031233	VALIUM20	attP2
33341	HMS00207	CG13692	FBgn0031254	VALIUM20	attP2
37507	HMS01649	CG4164	FBgn0031256	VALIUM20	attP40
28370	JF03007	CG4133	FBgn0031257	VALIUM10	attP2
	GLC01377	CG11840	FBgn0031260	VALIUM22	attP2
25927	JF01947	CG11822	FBgn0031261	VALIUM10	attP2
	HMS02291	CG11835	FBgn0031264	VALIUM20	attP2
33650	HMS00055	CG2807	FBgn0031266	VALIUM20	attP2
28965	HM05176	CG2807	FBgn0031266	VALIUM10	attP2
35255	GL00143	CG13688	FBgn0031267	VALIUM22	attP2
	GL00707	CG3022	FBgn0031275	VALIUM22	attP2
26729	JF02271	CG3022	FBgn0031275	VALIUM10	attP2
33672	HMS00536	CG31795	FBgn0031294	VALIUM20	attP2
35613	GL00456	CG4415	FBgn0031296	VALIUM22	attP2
	GLC01355	CG4428	FBgn0031298	VALIUM22	attP40
35740	HMS01482	CG4428	FBgn0031298	VALIUM20	attP2
28367	JF03003	CG4428	FBgn0031298	VALIUM10	attP2
27310	JF02618	CG4629	FBgn0031299	VALIUM10	attP2
38963	HMS01877	CG4764	FBgn0031310	VALIUM20	attP40
31571	JF01144	CG4775	FBgn0031312	VALIUM1	attP2
33358	HMS00230	CG4785	FBgn0031314	VALIUM20	attP2
32392	HMS00386	CG5001	FBgn0031322	VALIUM20	attP2
	GL01277	CG14346	FBgn0031337	VALIUM22	attP2
32510	HMS00514	CG7420	FBgn0031344	VALIUM20	attP2
36914	GL01123	CG14352	FBgn0031351	VALIUM22	attP2
26008	JF02033	CG17646	FBgn0031362	VALIUM10	attP2
38313	HMS01777	CG15358	FBgn0031373	VALIUM20	attP40
26778	JF02342	CG31670	FBgn0031375	VALIUM10	attP2
38237	HMS01681	CG7291	FBgn0031381	VALIUM20	attP40
36086	GL00505	CG4238	FBgn0031384	VALIUM22	attP2
28537	HM05023	CG31671	FBgn0031390	VALIUM10	attP2
	HMJ02079	CG11723	FBgn0031391	VALIUM20	attP40
29349	JF02511	CG11723	FBgn0031391	VALIUM10	attP2
38216	GL00657	CG7082	FBgn0031401	VALIUM22	attP40
35450	GL00375	CG7082	FBgn0031401	VALIUM22	attP2
34932	HMS01282	CG7082	FBgn0031401	VALIUM20	attP2
37513	HMS01655	CG7082	FBgn0031401	VALIUM20	attP40
32332	HMS00323	CG4267	FBgn0031405	VALIUM20	attP2
33766	JF02708	CG33955	FBgn0031414	VALIUM20	attP2
33764	JF02463	CG33955	FBgn0031414	VALIUM20	attP2
31513	JF01069	CG33955	FBgn0031414	VALIUM1	attP2
31514	JF01070	CG33955	FBgn0031414	VALIUM1	attP2
	HMS02011	CG9887	FBgn0031424	VALIUM20	attP2
	HMS02175	CG9887	FBgn0031424	VALIUM20	attP40
27538	JF02689	CG9887	FBgn0031424	VALIUM10	attP2
	HMC02414	CG18641	FBgn0031426	VALIUM20	attP2
36695	HMS01584	CG3214	FBgn0031436	VALIUM20	attP2
28720	JF03147	CG9881	FBgn0031437	VALIUM10	attP2
34086	HMS00840	CG2903	FBgn0031450	VALIUM20	attP2
33900	HMS00841	CG2903	FBgn0031450	VALIUM20	attP2
28026	JF02860	CG2903	FBgn0031450	VALIUM10	attP2
33959	HMS00916	CG9961	FBgn0031451	VALIUM20	attP2
	HMS02135	CG2843	FBgn0031452	VALIUM20	attP40
	HMS02003	"CG9958,CG9960"	"FBgn0031455,FBgn00"	VALIUM20	attP40
27541	JF02692	"CG9958,CG9960"	"FBgn0031455,FBgn00"	VALIUM10	attP2
25988	JF02010	CG2848	FBgn0031456	VALIUM10	attP2
38249	HMS01693	CG2855	FBgn0031458	VALIUM20	attP40
34974	HMS01110	CG16987	FBgn0031461	VALIUM20	attP2
38916	GL00688	CG3131	FBgn0031464	VALIUM22	attP40
33975	HMS00934	CG3131	FBgn0031464	VALIUM20	attP2
38907	GL00678	CG3131	FBgn0031464	VALIUM22	attP40
32903	HMS00692	CG3131	FBgn0031464	VALIUM20	attP2
36839	GL01085	CG9641	FBgn0031483	VALIUM22	attP2
36687	HMS01575	CG17265	FBgn0031488	VALIUM20	attP2
33711	HMS00589	CG3542	FBgn0031492	VALIUM20	attP2
33651	HMS00056	CG3605	FBgn0031493	VALIUM20	attP2
28769	JF03197	CG17219	FBgn0031494	VALIUM10	attP2
27028	JF02349	CG17257	FBgn0031495	VALIUM10	attP2
34992	HMS01402	CG17259	FBgn0031497	VALIUM20	attP2
31742	HM04052	CG3332	FBgn0031514	VALIUM1	attP2
38266	HMS01711	CG3326	FBgn0031519	VALIUM20	attP40
	GL01089	CG2774	FBgn0031534	VALIUM22	attP2
38301	HMS01763	CG2774	FBgn0031534	VALIUM20	attP40
34920	HMS01269	CG12795	FBgn0031535	VALIUM20	attP2
27526	JF02676	CG8843	FBgn0031537	VALIUM10	attP2
34010	HMS00975	CG15414	FBgn0031542	VALIUM20	attP2
28344	JF02980	CG17593	FBgn0031544	VALIUM10	attP2
29515	HM05192	CG8852	FBgn0031548	VALIUM10	attP2
34933	HMS01283	CG15415	FBgn0031549	VALIUM20	attP2
36104	HM05274	CG15415	FBgn0031549	VALIUM10	attP2
	HMS02315	CG3513	FBgn0031559	VALIUM20	attP2
	GL01213	CG16712	FBgn0031561	VALIUM22	attP40
	GL01212	CG2816	FBgn0031564	VALIUM22	attP40
28631	JF03046	CG15423	FBgn0031580	VALIUM10	attP2
38267	HMS01712	CG3338	FBgn0031598	VALIUM20	attP40
35488	GL00417	CG15433	FBgn0031604	VALIUM22	attP2
38291	HMS01749	CG17840	FBgn0031611	VALIUM20	attP40
27296	JF02606	CG3294	FBgn0031628	VALIUM10	attP2
34555	HMS01027	CG15628	FBgn0031632	VALIUM20	attP2
36873	GL01026	CG2976	FBgn0031633	VALIUM22	attP2
29539	JF01925	CG15627	FBgn0031634	VALIUM10	attP2
35313	GL00217	CG3008	FBgn0031643	VALIUM22	attP2
31736	HM04045	CG3008	FBgn0031643	VALIUM1	attP2
28661	JF03076	CG15624	FBgn0031649	VALIUM10	attP2
31058	JF01506	CG8873	FBgn0031652	VALIUM1	attP2
33709	HMS00587	CG3753	FBgn0031655	VALIUM20	attP2
35592	GL00429	"CG31917,CG42373"	"FBgn0031668,FBgn02"	VALIUM22	attP2
28576	HM05062	CG8680	FBgn0031684	VALIUM10	attP2
35260	GL00151	CG14030	FBgn0031696	VALIUM22	attP2
34964	HMS00664	CG14023	FBgn0031698	VALIUM20	attP2
38268	HMS01713	CG7371	FBgn0031710	VALIUM20	attP40
27716	JF02797	CG6907	FBgn0031711	VALIUM10	attP2
36669	HMS01557	CG14016	FBgn0031715	VALIUM20	attP2
29456	JF03392	CG14014	FBgn0031718	VALIUM10	attP2
38229	HMS01673	CG14010	FBgn0031725	VALIUM20	attP40
27505	JF02655	CG7236	FBgn0031730	VALIUM10	attP2
36652	GL00612	CG9088	FBgn0031759	VALIUM22	attP40
35706	GLV21071	CG9088	FBgn0031759	VALIUM21	attP2
28944	HM05155	CG9088	FBgn0031759	VALIUM10	attP2
	JF02683	CG9088	FBgn0031759	VALIUM10	attP2
	HMS02194	CG9093	FBgn0031760	VALIUM20	attP40
	HMS02318	CG13996	FBgn0031763	VALIUM20	attP2
33428	HMS00312	CG12393	FBgn0031768	VALIUM20	attP2
32919	HMS00709	CG12393	FBgn0031768	VALIUM20	attP2
31324	JF01277	CG12393	FBgn0031768	VALIUM1	attP2
31325	JF01278	CG12393	FBgn0031768	VALIUM1	attP2
31238	JF01746	CG9135	FBgn0031769	VALIUM1	attP2
26733	JF02275	CG13995	FBgn0031770	VALIUM10	attP2
36701	HMS01590	CG9140	FBgn0031771	VALIUM20	attP2
29534	HM05213	CG9140	FBgn0031771	VALIUM10	attP2
31356	JF01314	CG9144	FBgn0031773	VALIUM1	attP2
	HMS02210	CG5972	FBgn0031781	VALIUM20	attP2
31176	JF01683	CG5972	FBgn0031781	VALIUM1	attP2
	GLC01357	CG9226	FBgn0031782	VALIUM22	attP40
33363	HMS00235	CG9226	FBgn0031782	VALIUM20	attP2
33919	HMS00862	CG9493	FBgn0031799	VALIUM20	attP2
33918	HMS00861	CG9493	FBgn0031799	VALIUM20	attP2
25922	JF01942	CG9499	FBgn0031802	VALIUM10	attP2
27091	JF02438	CG9501	FBgn0031803	VALIUM10	attP2
	GLC01392	CG9531	FBgn0031817	VALIUM22	attP2
32344	HMS00335	CG9548	FBgn0031822	VALIUM20	attP2
31234	JF01508	CG13766	FBgn0031834	VALIUM1	attP2
38231	HMS01675	CG11320	FBgn0031837	VALIUM20	attP40
	GL01275	CG11329	FBgn0031848	VALIUM22	attP2
34661	HMS01138	CG11326	FBgn0031850	VALIUM20	attP2
29399	JF03332	CG11326	FBgn0031850	VALIUM10	attP2
29603	JF03282	CG11221	FBgn0031855	VALIUM10	attP2
	GL01329	CG10806	FBgn0031865	VALIUM22	attP40
28331	JF02966	CG13772	FBgn0031866	VALIUM10	attP2
	GL01184	CG3430	FBgn0031875	VALIUM22	attP2
33691	HMS00559	CG9188	FBgn0031878	VALIUM20	attP2
38365	HMS01834	CG9138	FBgn0031879	VALIUM20	attP2
38354	HMS01822	CG9138	FBgn0031879	VALIUM20	attP40
31120	JF01593	CG9100	FBgn0031882	VALIUM1	attP2
	GLC01382	CG11266	FBgn0031883	VALIUM22	attP2
35150	GL00018	CG13778	FBgn0031885	VALIUM22	attP2
31220	JF01775	CG13778	FBgn0031885	VALIUM1	attP2
35599	GL00436	CG8902	FBgn0031886	VALIUM22	attP2
36725	HMS01616	CG8902	FBgn0031886	VALIUM20	attP40
	HMS02302	CG4495	FBgn0031893	VALIUM20	attP2
35489	GL00418	CG4502	FBgn0031896	VALIUM22	attP2
28058	JF02894	CG13784	FBgn0031897	VALIUM10	attP2
35808	GL00457	CG4969	FBgn0031902	VALIUM22	attP2
30493	HM05236	CG4969	FBgn0031902	VALIUM10	attP2
31989	JF03423	CG4971	FBgn0031903	VALIUM10	attP2
36807	GL01023	CG5149	FBgn0031904	VALIUM22	attP40
35687	GLV21052	CG5149	FBgn0031904	VALIUM21	attP2
31568	JF01141	CG5155	FBgn0031905	VALIUM1	attP2
27660	JF02739	CG5160	FBgn0031906	VALIUM10	attP2
32888	HMS00676	CG5181	FBgn0031909	VALIUM20	attP2
	HMS02170	CG5261	FBgn0031912	VALIUM20	attP40
35778	HMS01528	CG6055	FBgn0031918	VALIUM20	attP2
34784	HMS00093	CG7138	FBgn0031951	VALIUM20	attP2
	HMS01813	CG7134	FBgn0031952	VALIUM20	attP2
31963	JF02950	CG14534	FBgn0031957	VALIUM10	attP2
38939	HMS01789	CG7102	FBgn0031961	VALIUM20	attP2
36108	HMS00195	CG7380	FBgn0031977	VALIUM20	attP2
	GL01245	CG8668	FBgn0031988	VALIUM22	attP2
34904	HMS01249	CG8475	FBgn0031995	VALIUM20	attP2
38278	HMS01729	CG8282	FBgn0032005	VALIUM20	attP40
37520	HMS01662	CG8222	FBgn0032006	VALIUM20	attP40
34027	HMS00997	CG7851	FBgn0032013	VALIUM20	attP2
34954	HMS00426	CG7840	FBgn0032014	VALIUM20	attP2
32379	HMS00370	CG7840	FBgn0032014	VALIUM20	attP2
	GLC01343	CG7840	FBgn0032014	VALIUM22	attP40
34638	HMS01113	CG7830	FBgn0032015	VALIUM20	attP2
33979	HMS00939	CG7830	FBgn0032015	VALIUM20	attP2
38997	HMS01913	CG7806	FBgn0032018	VALIUM20	attP2
32843	HMS00625	CG7787	FBgn0032020	VALIUM20	attP2
28763	JF03191	CG14274	FBgn0032023	VALIUM10	attP2
32337	HMS00328	CG7627	FBgn0032026	VALIUM20	attP2
32926	HMS00718	CG17293	FBgn0032030	VALIUM20	attP2
	HMS02268	CG13384	FBgn0032036	VALIUM20	attP2
33340	HMS00206	CG13096	FBgn0032050	VALIUM20	attP2
	HMS01995	CG9494	FBgn0032074	VALIUM20	attP40
39042	HMS01962	CG9496	FBgn0032075	VALIUM20	attP40
36769	HMS03030	CG31886	FBgn0032079	VALIUM20	attP2
35767	HMS01516	CG17906	FBgn0032086	VALIUM20	attP2
36683	HMS01571	CG9573	FBgn0032089	VALIUM20	attP2
28543	HM05029	CG18241	FBgn0032095	VALIUM10	attP2
	HMC02416	CG4435	FBgn0032117	VALIUM20	attP2
28632	JF03047	CG13114	FBgn0032127	VALIUM10	attP2
36785	GL00521	CG3838	FBgn0032130	VALIUM22	attP2
31922	JF02212	CG3838	FBgn0032130	VALIUM10	attP2
27240	JF02559	CG13120	FBgn0032142	VALIUM10	attP2
25883	JF01923	CG13121	FBgn0032145	VALIUM10	attP2
35296	GL00198	CG4026	FBgn0032147	VALIUM22	attP2
31733	HM04042	CG4026	FBgn0032147	VALIUM1	attP2
